~id,~label,menu_item_id,name,price,description
menuItem_restaurant_000003_05,MenuItem,menuItem_restaurant_000003_05,Menu Item 5 at restaurant_000003,24.55,Delicious food
menuItem_restaurant_000003_06,MenuItem,menuItem_restaurant_000003_06,Menu Item 6 at restaurant_000003,12.7,Delicious food
menuItem_restaurant_000003_07,MenuItem,menuItem_restaurant_000003_07,Menu Item 7 at restaurant_000003,29.47,Delicious food
menuItem_restaurant_000003_08,MenuItem,menuItem_restaurant_000003_08,Menu Item 8 at restaurant_000003,15.92,Delicious food
menuItem_restaurant_000004_01,MenuItem,menuItem_restaurant_000004_01,Menu Item 1 at restaurant_000004,6.15,Delicious food
menuItem_restaurant_000004_02,MenuItem,menuItem_restaurant_000004_02,Menu Item 2 at restaurant_000004,26.71,Delicious food
menuItem_restaurant_000004_03,MenuItem,menuItem_restaurant_000004_03,Menu Item 3 at restaurant_000004,14.77,Delicious food
menuItem_restaurant_000004_04,MenuItem,menuItem_restaurant_000004_04,Menu Item 4 at restaurant_000004,24.53,Delicious food
menuItem_restaurant_000004_05,MenuItem,menuItem_restaurant_000004_05,Menu Item 5 at restaurant_000004,12.85,Delicious food
menuItem_restaurant_000005_01,MenuItem,menuItem_restaurant_000005_01,Menu Item 1 at restaurant_000005,8.97,Delicious food
menuItem_restaurant_000005_02,MenuItem,menuItem_restaurant_000005_02,Menu Item 2 at restaurant_000005,29.59,Delicious food
menuItem_restaurant_000005_03,MenuItem,menuItem_restaurant_000005_03,Menu Item 3 at restaurant_000005,6.35,Delicious food
menuItem_restaurant_000005_04,MenuItem,menuItem_restaurant_000005_04,Menu Item 4 at restaurant_000005,28.08,Delicious food
menuItem_restaurant_000005_05,MenuItem,menuItem_restaurant_000005_05,Menu Item 5 at restaurant_000005,9.54,Delicious food
menuItem_restaurant_000005_06,MenuItem,menuItem_restaurant_000005_06,Menu Item 6 at restaurant_000005,20.91,Delicious food
menuItem_restaurant_000005_07,MenuItem,menuItem_restaurant_000005_07,Menu Item 7 at restaurant_000005,20.32,Delicious food
menuItem_restaurant_000005_08,MenuItem,menuItem_restaurant_000005_08,Menu Item 8 at restaurant_000005,11.7,Delicious food
menuItem_restaurant_000005_09,MenuItem,menuItem_restaurant_000005_09,Menu Item 9 at restaurant_000005,10.91,Delicious food
menuItem_restaurant_000005_10,MenuItem,menuItem_restaurant_000005_10,Menu Item 10 at restaurant_000005,19.21,Delicious food
menuItem_restaurant_000006_01,MenuItem,menuItem_restaurant_000006_01,Menu Item 1 at restaurant_000006,23.61,Delicious food
menuItem_restaurant_000006_02,MenuItem,menuItem_restaurant_000006_02,Menu Item 2 at restaurant_000006,19.44,Delicious food
menuItem_restaurant_000006_03,MenuItem,menuItem_restaurant_000006_03,Menu Item 3 at restaurant_000006,8.66,Delicious food
menuItem_restaurant_000006_04,MenuItem,menuItem_restaurant_000006_04,Menu Item 4 at restaurant_000006,9.18,Delicious food
menuItem_restaurant_000006_05,MenuItem,menuItem_restaurant_000006_05,Menu Item 5 at restaurant_000006,17.16,Delicious food
menuItem_restaurant_000006_06,MenuItem,menuItem_restaurant_000006_06,Menu Item 6 at restaurant_000006,27.78,Delicious food
menuItem_restaurant_000006_07,MenuItem,menuItem_restaurant_000006_07,Menu Item 7 at restaurant_000006,27.26,Delicious food
menuItem_restaurant_000006_08,MenuItem,menuItem_restaurant_000006_08,Menu Item 8 at restaurant_000006,28.54,Delicious food
menuItem_restaurant_000006_09,MenuItem,menuItem_restaurant_000006_09,Menu Item 9 at restaurant_000006,16.29,Delicious food
menuItem_restaurant_000006_10,MenuItem,menuItem_restaurant_000006_10,Menu Item 10 at restaurant_000006,12.48,Delicious food
menuItem_restaurant_000007_01,MenuItem,menuItem_restaurant_000007_01,Menu Item 1 at restaurant_000007,10.8,Delicious food
menuItem_restaurant_000007_02,MenuItem,menuItem_restaurant_000007_02,Menu Item 2 at restaurant_000007,26.9,Delicious food
menuItem_restaurant_000007_03,MenuItem,menuItem_restaurant_000007_03,Menu Item 3 at restaurant_000007,26.02,Delicious food
menuItem_restaurant_000007_04,MenuItem,menuItem_restaurant_000007_04,Menu Item 4 at restaurant_000007,21.8,Delicious food
menuItem_restaurant_000007_05,MenuItem,menuItem_restaurant_000007_05,Menu Item 5 at restaurant_000007,29.54,Delicious food
menuItem_restaurant_000007_06,MenuItem,menuItem_restaurant_000007_06,Menu Item 6 at restaurant_000007,5.02,Delicious food
menuItem_restaurant_000007_07,MenuItem,menuItem_restaurant_000007_07,Menu Item 7 at restaurant_000007,19.11,Delicious food
menuItem_restaurant_000007_08,MenuItem,menuItem_restaurant_000007_08,Menu Item 8 at restaurant_000007,22.23,Delicious food
menuItem_restaurant_000007_09,MenuItem,menuItem_restaurant_000007_09,Menu Item 9 at restaurant_000007,13.27,Delicious food
menuItem_restaurant_000008_01,MenuItem,menuItem_restaurant_000008_01,Menu Item 1 at restaurant_000008,21.26,Delicious food
menuItem_restaurant_000008_02,MenuItem,menuItem_restaurant_000008_02,Menu Item 2 at restaurant_000008,11.9,Delicious food
menuItem_restaurant_000008_03,MenuItem,menuItem_restaurant_000008_03,Menu Item 3 at restaurant_000008,28.14,Delicious food
menuItem_restaurant_000008_04,MenuItem,menuItem_restaurant_000008_04,Menu Item 4 at restaurant_000008,10.71,Delicious food
menuItem_restaurant_000008_05,MenuItem,menuItem_restaurant_000008_05,Menu Item 5 at restaurant_000008,24.78,Delicious food
menuItem_restaurant_000008_06,MenuItem,menuItem_restaurant_000008_06,Menu Item 6 at restaurant_000008,13.16,Delicious food
menuItem_restaurant_000008_07,MenuItem,menuItem_restaurant_000008_07,Menu Item 7 at restaurant_000008,12.37,Delicious food
menuItem_restaurant_000008_08,MenuItem,menuItem_restaurant_000008_08,Menu Item 8 at restaurant_000008,6.94,Delicious food
menuItem_restaurant_000008_09,MenuItem,menuItem_restaurant_000008_09,Menu Item 9 at restaurant_000008,23.63,Delicious food
menuItem_restaurant_000008_10,MenuItem,menuItem_restaurant_000008_10,Menu Item 10 at restaurant_000008,8.55,Delicious food
menuItem_restaurant_000009_01,MenuItem,menuItem_restaurant_000009_01,Menu Item 1 at restaurant_000009,12.26,Delicious food
menuItem_restaurant_000009_02,MenuItem,menuItem_restaurant_000009_02,Menu Item 2 at restaurant_000009,23.1,Delicious food
menuItem_restaurant_000009_03,MenuItem,menuItem_restaurant_000009_03,Menu Item 3 at restaurant_000009,26.63,Delicious food
menuItem_restaurant_000009_04,MenuItem,menuItem_restaurant_000009_04,Menu Item 4 at restaurant_000009,27.76,Delicious food
menuItem_restaurant_000009_05,MenuItem,menuItem_restaurant_000009_05,Menu Item 5 at restaurant_000009,23.45,Delicious food
menuItem_restaurant_000010_01,MenuItem,menuItem_restaurant_000010_01,Menu Item 1 at restaurant_000010,13.4,Delicious food
menuItem_restaurant_000010_02,MenuItem,menuItem_restaurant_000010_02,Menu Item 2 at restaurant_000010,16.57,Delicious food
menuItem_restaurant_000010_03,MenuItem,menuItem_restaurant_000010_03,Menu Item 3 at restaurant_000010,21.61,Delicious food
menuItem_restaurant_000010_04,MenuItem,menuItem_restaurant_000010_04,Menu Item 4 at restaurant_000010,19.6,Delicious food
menuItem_restaurant_000010_05,MenuItem,menuItem_restaurant_000010_05,Menu Item 5 at restaurant_000010,22.95,Delicious food
menuItem_restaurant_000011_01,MenuItem,menuItem_restaurant_000011_01,Menu Item 1 at restaurant_000011,25.62,Delicious food
menuItem_restaurant_000011_02,MenuItem,menuItem_restaurant_000011_02,Menu Item 2 at restaurant_000011,18.38,Delicious food
menuItem_restaurant_000011_03,MenuItem,menuItem_restaurant_000011_03,Menu Item 3 at restaurant_000011,6.46,Delicious food
menuItem_restaurant_000011_04,MenuItem,menuItem_restaurant_000011_04,Menu Item 4 at restaurant_000011,19.41,Delicious food
menuItem_restaurant_000011_05,MenuItem,menuItem_restaurant_000011_05,Menu Item 5 at restaurant_000011,16.97,Delicious food
menuItem_restaurant_000011_06,MenuItem,menuItem_restaurant_000011_06,Menu Item 6 at restaurant_000011,17.36,Delicious food
menuItem_restaurant_000011_07,MenuItem,menuItem_restaurant_000011_07,Menu Item 7 at restaurant_000011,8.38,Delicious food
menuItem_restaurant_000011_08,MenuItem,menuItem_restaurant_000011_08,Menu Item 8 at restaurant_000011,27.74,Delicious food
menuItem_restaurant_000011_09,MenuItem,menuItem_restaurant_000011_09,Menu Item 9 at restaurant_000011,7.18,Delicious food
menuItem_restaurant_000012_01,MenuItem,menuItem_restaurant_000012_01,Menu Item 1 at restaurant_000012,23.02,Delicious food
menuItem_restaurant_000012_02,MenuItem,menuItem_restaurant_000012_02,Menu Item 2 at restaurant_000012,10.99,Delicious food
menuItem_restaurant_000012_03,MenuItem,menuItem_restaurant_000012_03,Menu Item 3 at restaurant_000012,19.16,Delicious food
menuItem_restaurant_000012_04,MenuItem,menuItem_restaurant_000012_04,Menu Item 4 at restaurant_000012,6.45,Delicious food
menuItem_restaurant_000012_05,MenuItem,menuItem_restaurant_000012_05,Menu Item 5 at restaurant_000012,28.06,Delicious food
menuItem_restaurant_000012_06,MenuItem,menuItem_restaurant_000012_06,Menu Item 6 at restaurant_000012,12.39,Delicious food
menuItem_restaurant_000012_07,MenuItem,menuItem_restaurant_000012_07,Menu Item 7 at restaurant_000012,28.76,Delicious food
menuItem_restaurant_000013_01,MenuItem,menuItem_restaurant_000013_01,Menu Item 1 at restaurant_000013,16.38,Delicious food
menuItem_restaurant_000013_02,MenuItem,menuItem_restaurant_000013_02,Menu Item 2 at restaurant_000013,9.76,Delicious food
menuItem_restaurant_000013_03,MenuItem,menuItem_restaurant_000013_03,Menu Item 3 at restaurant_000013,7.06,Delicious food
menuItem_restaurant_000013_04,MenuItem,menuItem_restaurant_000013_04,Menu Item 4 at restaurant_000013,11.37,Delicious food
menuItem_restaurant_000013_05,MenuItem,menuItem_restaurant_000013_05,Menu Item 5 at restaurant_000013,14.45,Delicious food
menuItem_restaurant_000013_06,MenuItem,menuItem_restaurant_000013_06,Menu Item 6 at restaurant_000013,22.2,Delicious food
menuItem_restaurant_000013_07,MenuItem,menuItem_restaurant_000013_07,Menu Item 7 at restaurant_000013,19.62,Delicious food
menuItem_restaurant_000013_08,MenuItem,menuItem_restaurant_000013_08,Menu Item 8 at restaurant_000013,18.83,Delicious food
menuItem_restaurant_000013_09,MenuItem,menuItem_restaurant_000013_09,Menu Item 9 at restaurant_000013,14.0,Delicious food
menuItem_restaurant_000013_10,MenuItem,menuItem_restaurant_000013_10,Menu Item 10 at restaurant_000013,15.54,Delicious food
menuItem_restaurant_000014_01,MenuItem,menuItem_restaurant_000014_01,Menu Item 1 at restaurant_000014,12.75,Delicious food
menuItem_restaurant_000014_02,MenuItem,menuItem_restaurant_000014_02,Menu Item 2 at restaurant_000014,12.14,Delicious food
menuItem_restaurant_000014_03,MenuItem,menuItem_restaurant_000014_03,Menu Item 3 at restaurant_000014,13.18,Delicious food
menuItem_restaurant_000014_04,MenuItem,menuItem_restaurant_000014_04,Menu Item 4 at restaurant_000014,29.35,Delicious food
menuItem_restaurant_000014_05,MenuItem,menuItem_restaurant_000014_05,Menu Item 5 at restaurant_000014,23.41,Delicious food
menuItem_restaurant_000014_06,MenuItem,menuItem_restaurant_000014_06,Menu Item 6 at restaurant_000014,5.66,Delicious food
menuItem_restaurant_000014_07,MenuItem,menuItem_restaurant_000014_07,Menu Item 7 at restaurant_000014,15.94,Delicious food
menuItem_restaurant_000014_08,MenuItem,menuItem_restaurant_000014_08,Menu Item 8 at restaurant_000014,10.4,Delicious food
menuItem_restaurant_000014_09,MenuItem,menuItem_restaurant_000014_09,Menu Item 9 at restaurant_000014,14.21,Delicious food
menuItem_restaurant_000015_01,MenuItem,menuItem_restaurant_000015_01,Menu Item 1 at restaurant_000015,16.09,Delicious food
menuItem_restaurant_000015_02,MenuItem,menuItem_restaurant_000015_02,Menu Item 2 at restaurant_000015,21.49,Delicious food
menuItem_restaurant_000015_03,MenuItem,menuItem_restaurant_000015_03,Menu Item 3 at restaurant_000015,13.36,Delicious food
menuItem_restaurant_000015_04,MenuItem,menuItem_restaurant_000015_04,Menu Item 4 at restaurant_000015,17.96,Delicious food
menuItem_restaurant_000015_05,MenuItem,menuItem_restaurant_000015_05,Menu Item 5 at restaurant_000015,17.46,Delicious food
menuItem_restaurant_000015_06,MenuItem,menuItem_restaurant_000015_06,Menu Item 6 at restaurant_000015,24.25,Delicious food
menuItem_restaurant_000015_07,MenuItem,menuItem_restaurant_000015_07,Menu Item 7 at restaurant_000015,9.35,Delicious food
menuItem_restaurant_000015_08,MenuItem,menuItem_restaurant_000015_08,Menu Item 8 at restaurant_000015,20.93,Delicious food
menuItem_restaurant_000016_01,MenuItem,menuItem_restaurant_000016_01,Menu Item 1 at restaurant_000016,19.3,Delicious food
menuItem_restaurant_000016_02,MenuItem,menuItem_restaurant_000016_02,Menu Item 2 at restaurant_000016,12.1,Delicious food
menuItem_restaurant_000016_03,MenuItem,menuItem_restaurant_000016_03,Menu Item 3 at restaurant_000016,11.37,Delicious food
menuItem_restaurant_000016_04,MenuItem,menuItem_restaurant_000016_04,Menu Item 4 at restaurant_000016,19.49,Delicious food
menuItem_restaurant_000016_05,MenuItem,menuItem_restaurant_000016_05,Menu Item 5 at restaurant_000016,5.14,Delicious food
menuItem_restaurant_000016_06,MenuItem,menuItem_restaurant_000016_06,Menu Item 6 at restaurant_000016,23.75,Delicious food
menuItem_restaurant_000016_07,MenuItem,menuItem_restaurant_000016_07,Menu Item 7 at restaurant_000016,21.21,Delicious food
menuItem_restaurant_000016_08,MenuItem,menuItem_restaurant_000016_08,Menu Item 8 at restaurant_000016,5.22,Delicious food
menuItem_restaurant_000016_09,MenuItem,menuItem_restaurant_000016_09,Menu Item 9 at restaurant_000016,14.42,Delicious food
menuItem_restaurant_000016_10,MenuItem,menuItem_restaurant_000016_10,Menu Item 10 at restaurant_000016,6.01,Delicious food
menuItem_restaurant_000017_01,MenuItem,menuItem_restaurant_000017_01,Menu Item 1 at restaurant_000017,23.53,Delicious food
menuItem_restaurant_000017_02,MenuItem,menuItem_restaurant_000017_02,Menu Item 2 at restaurant_000017,15.16,Delicious food
menuItem_restaurant_000017_03,MenuItem,menuItem_restaurant_000017_03,Menu Item 3 at restaurant_000017,20.87,Delicious food
menuItem_restaurant_000017_04,MenuItem,menuItem_restaurant_000017_04,Menu Item 4 at restaurant_000017,20.77,Delicious food
menuItem_restaurant_000017_05,MenuItem,menuItem_restaurant_000017_05,Menu Item 5 at restaurant_000017,5.4,Delicious food
menuItem_restaurant_000017_06,MenuItem,menuItem_restaurant_000017_06,Menu Item 6 at restaurant_000017,25.38,Delicious food
menuItem_restaurant_000017_07,MenuItem,menuItem_restaurant_000017_07,Menu Item 7 at restaurant_000017,24.28,Delicious food
menuItem_restaurant_000017_08,MenuItem,menuItem_restaurant_000017_08,Menu Item 8 at restaurant_000017,5.57,Delicious food
menuItem_restaurant_000017_09,MenuItem,menuItem_restaurant_000017_09,Menu Item 9 at restaurant_000017,20.17,Delicious food
menuItem_restaurant_000018_01,MenuItem,menuItem_restaurant_000018_01,Menu Item 1 at restaurant_000018,23.24,Delicious food
menuItem_restaurant_000018_02,MenuItem,menuItem_restaurant_000018_02,Menu Item 2 at restaurant_000018,20.79,Delicious food
menuItem_restaurant_000018_03,MenuItem,menuItem_restaurant_000018_03,Menu Item 3 at restaurant_000018,25.83,Delicious food
menuItem_restaurant_000018_04,MenuItem,menuItem_restaurant_000018_04,Menu Item 4 at restaurant_000018,15.74,Delicious food
menuItem_restaurant_000018_05,MenuItem,menuItem_restaurant_000018_05,Menu Item 5 at restaurant_000018,15.12,Delicious food
menuItem_restaurant_000018_06,MenuItem,menuItem_restaurant_000018_06,Menu Item 6 at restaurant_000018,16.43,Delicious food
menuItem_restaurant_000019_01,MenuItem,menuItem_restaurant_000019_01,Menu Item 1 at restaurant_000019,28.21,Delicious food
menuItem_restaurant_000019_02,MenuItem,menuItem_restaurant_000019_02,Menu Item 2 at restaurant_000019,18.77,Delicious food
menuItem_restaurant_000019_03,MenuItem,menuItem_restaurant_000019_03,Menu Item 3 at restaurant_000019,8.07,Delicious food
menuItem_restaurant_000019_04,MenuItem,menuItem_restaurant_000019_04,Menu Item 4 at restaurant_000019,15.06,Delicious food
menuItem_restaurant_000019_05,MenuItem,menuItem_restaurant_000019_05,Menu Item 5 at restaurant_000019,16.32,Delicious food
menuItem_restaurant_000020_01,MenuItem,menuItem_restaurant_000020_01,Menu Item 1 at restaurant_000020,28.3,Delicious food
menuItem_restaurant_000020_02,MenuItem,menuItem_restaurant_000020_02,Menu Item 2 at restaurant_000020,20.15,Delicious food
menuItem_restaurant_000020_03,MenuItem,menuItem_restaurant_000020_03,Menu Item 3 at restaurant_000020,10.36,Delicious food
menuItem_restaurant_000020_04,MenuItem,menuItem_restaurant_000020_04,Menu Item 4 at restaurant_000020,23.36,Delicious food
menuItem_restaurant_000020_05,MenuItem,menuItem_restaurant_000020_05,Menu Item 5 at restaurant_000020,17.01,Delicious food
menuItem_restaurant_000020_06,MenuItem,menuItem_restaurant_000020_06,Menu Item 6 at restaurant_000020,17.04,Delicious food
menuItem_restaurant_000020_07,MenuItem,menuItem_restaurant_000020_07,Menu Item 7 at restaurant_000020,10.12,Delicious food
menuItem_restaurant_000021_01,MenuItem,menuItem_restaurant_000021_01,Menu Item 1 at restaurant_000021,7.31,Delicious food
menuItem_restaurant_000021_02,MenuItem,menuItem_restaurant_000021_02,Menu Item 2 at restaurant_000021,11.12,Delicious food
menuItem_restaurant_000021_03,MenuItem,menuItem_restaurant_000021_03,Menu Item 3 at restaurant_000021,17.94,Delicious food
menuItem_restaurant_000021_04,MenuItem,menuItem_restaurant_000021_04,Menu Item 4 at restaurant_000021,24.87,Delicious food
menuItem_restaurant_000021_05,MenuItem,menuItem_restaurant_000021_05,Menu Item 5 at restaurant_000021,27.9,Delicious food
menuItem_restaurant_000022_01,MenuItem,menuItem_restaurant_000022_01,Menu Item 1 at restaurant_000022,26.29,Delicious food
menuItem_restaurant_000022_02,MenuItem,menuItem_restaurant_000022_02,Menu Item 2 at restaurant_000022,18.7,Delicious food
menuItem_restaurant_000022_03,MenuItem,menuItem_restaurant_000022_03,Menu Item 3 at restaurant_000022,14.78,Delicious food
menuItem_restaurant_000022_04,MenuItem,menuItem_restaurant_000022_04,Menu Item 4 at restaurant_000022,13.49,Delicious food
menuItem_restaurant_000022_05,MenuItem,menuItem_restaurant_000022_05,Menu Item 5 at restaurant_000022,8.12,Delicious food
menuItem_restaurant_000022_06,MenuItem,menuItem_restaurant_000022_06,Menu Item 6 at restaurant_000022,11.47,Delicious food
menuItem_restaurant_000022_07,MenuItem,menuItem_restaurant_000022_07,Menu Item 7 at restaurant_000022,26.54,Delicious food
menuItem_restaurant_000022_08,MenuItem,menuItem_restaurant_000022_08,Menu Item 8 at restaurant_000022,5.46,Delicious food
menuItem_restaurant_000022_09,MenuItem,menuItem_restaurant_000022_09,Menu Item 9 at restaurant_000022,8.35,Delicious food
menuItem_restaurant_000022_10,MenuItem,menuItem_restaurant_000022_10,Menu Item 10 at restaurant_000022,13.15,Delicious food
menuItem_restaurant_000023_01,MenuItem,menuItem_restaurant_000023_01,Menu Item 1 at restaurant_000023,21.64,Delicious food
menuItem_restaurant_000023_02,MenuItem,menuItem_restaurant_000023_02,Menu Item 2 at restaurant_000023,7.74,Delicious food
menuItem_restaurant_000023_03,MenuItem,menuItem_restaurant_000023_03,Menu Item 3 at restaurant_000023,7.18,Delicious food
menuItem_restaurant_000023_04,MenuItem,menuItem_restaurant_000023_04,Menu Item 4 at restaurant_000023,13.84,Delicious food
menuItem_restaurant_000023_05,MenuItem,menuItem_restaurant_000023_05,Menu Item 5 at restaurant_000023,19.83,Delicious food
menuItem_restaurant_000024_01,MenuItem,menuItem_restaurant_000024_01,Menu Item 1 at restaurant_000024,12.95,Delicious food
menuItem_restaurant_000024_02,MenuItem,menuItem_restaurant_000024_02,Menu Item 2 at restaurant_000024,5.91,Delicious food
menuItem_restaurant_000024_03,MenuItem,menuItem_restaurant_000024_03,Menu Item 3 at restaurant_000024,27.68,Delicious food
menuItem_restaurant_000024_04,MenuItem,menuItem_restaurant_000024_04,Menu Item 4 at restaurant_000024,17.41,Delicious food
menuItem_restaurant_000024_05,MenuItem,menuItem_restaurant_000024_05,Menu Item 5 at restaurant_000024,5.02,Delicious food
menuItem_restaurant_000024_06,MenuItem,menuItem_restaurant_000024_06,Menu Item 6 at restaurant_000024,25.58,Delicious food
menuItem_restaurant_000024_07,MenuItem,menuItem_restaurant_000024_07,Menu Item 7 at restaurant_000024,19.83,Delicious food
menuItem_restaurant_000025_01,MenuItem,menuItem_restaurant_000025_01,Menu Item 1 at restaurant_000025,20.79,Delicious food
menuItem_restaurant_000025_02,MenuItem,menuItem_restaurant_000025_02,Menu Item 2 at restaurant_000025,29.81,Delicious food
menuItem_restaurant_000025_03,MenuItem,menuItem_restaurant_000025_03,Menu Item 3 at restaurant_000025,14.15,Delicious food
menuItem_restaurant_000025_04,MenuItem,menuItem_restaurant_000025_04,Menu Item 4 at restaurant_000025,11.42,Delicious food
menuItem_restaurant_000025_05,MenuItem,menuItem_restaurant_000025_05,Menu Item 5 at restaurant_000025,7.15,Delicious food
menuItem_restaurant_000025_06,MenuItem,menuItem_restaurant_000025_06,Menu Item 6 at restaurant_000025,28.4,Delicious food
menuItem_restaurant_000025_07,MenuItem,menuItem_restaurant_000025_07,Menu Item 7 at restaurant_000025,16.16,Delicious food
menuItem_restaurant_000025_08,MenuItem,menuItem_restaurant_000025_08,Menu Item 8 at restaurant_000025,24.66,Delicious food
menuItem_restaurant_000026_01,MenuItem,menuItem_restaurant_000026_01,Menu Item 1 at restaurant_000026,22.15,Delicious food
menuItem_restaurant_000026_02,MenuItem,menuItem_restaurant_000026_02,Menu Item 2 at restaurant_000026,7.09,Delicious food
menuItem_restaurant_000026_03,MenuItem,menuItem_restaurant_000026_03,Menu Item 3 at restaurant_000026,25.15,Delicious food
menuItem_restaurant_000026_04,MenuItem,menuItem_restaurant_000026_04,Menu Item 4 at restaurant_000026,5.91,Delicious food
menuItem_restaurant_000026_05,MenuItem,menuItem_restaurant_000026_05,Menu Item 5 at restaurant_000026,12.64,Delicious food
menuItem_restaurant_000026_06,MenuItem,menuItem_restaurant_000026_06,Menu Item 6 at restaurant_000026,22.82,Delicious food
menuItem_restaurant_000026_07,MenuItem,menuItem_restaurant_000026_07,Menu Item 7 at restaurant_000026,26.33,Delicious food
menuItem_restaurant_000026_08,MenuItem,menuItem_restaurant_000026_08,Menu Item 8 at restaurant_000026,10.99,Delicious food
menuItem_restaurant_000026_09,MenuItem,menuItem_restaurant_000026_09,Menu Item 9 at restaurant_000026,29.76,Delicious food
menuItem_restaurant_000027_01,MenuItem,menuItem_restaurant_000027_01,Menu Item 1 at restaurant_000027,22.79,Delicious food
menuItem_restaurant_000027_02,MenuItem,menuItem_restaurant_000027_02,Menu Item 2 at restaurant_000027,26.89,Delicious food
menuItem_restaurant_000027_03,MenuItem,menuItem_restaurant_000027_03,Menu Item 3 at restaurant_000027,20.11,Delicious food
menuItem_restaurant_000027_04,MenuItem,menuItem_restaurant_000027_04,Menu Item 4 at restaurant_000027,16.43,Delicious food
menuItem_restaurant_000027_05,MenuItem,menuItem_restaurant_000027_05,Menu Item 5 at restaurant_000027,17.12,Delicious food
menuItem_restaurant_000027_06,MenuItem,menuItem_restaurant_000027_06,Menu Item 6 at restaurant_000027,7.47,Delicious food
menuItem_restaurant_000027_07,MenuItem,menuItem_restaurant_000027_07,Menu Item 7 at restaurant_000027,21.05,Delicious food
menuItem_restaurant_000027_08,MenuItem,menuItem_restaurant_000027_08,Menu Item 8 at restaurant_000027,14.31,Delicious food
menuItem_restaurant_000027_09,MenuItem,menuItem_restaurant_000027_09,Menu Item 9 at restaurant_000027,8.71,Delicious food
menuItem_restaurant_000027_10,MenuItem,menuItem_restaurant_000027_10,Menu Item 10 at restaurant_000027,10.0,Delicious food
menuItem_restaurant_000028_01,MenuItem,menuItem_restaurant_000028_01,Menu Item 1 at restaurant_000028,18.59,Delicious food
menuItem_restaurant_000028_02,MenuItem,menuItem_restaurant_000028_02,Menu Item 2 at restaurant_000028,23.36,Delicious food
menuItem_restaurant_000028_03,MenuItem,menuItem_restaurant_000028_03,Menu Item 3 at restaurant_000028,5.14,Delicious food
menuItem_restaurant_000028_04,MenuItem,menuItem_restaurant_000028_04,Menu Item 4 at restaurant_000028,23.76,Delicious food
menuItem_restaurant_000028_05,MenuItem,menuItem_restaurant_000028_05,Menu Item 5 at restaurant_000028,10.14,Delicious food
menuItem_restaurant_000028_06,MenuItem,menuItem_restaurant_000028_06,Menu Item 6 at restaurant_000028,16.2,Delicious food
menuItem_restaurant_000028_07,MenuItem,menuItem_restaurant_000028_07,Menu Item 7 at restaurant_000028,23.79,Delicious food
menuItem_restaurant_000028_08,MenuItem,menuItem_restaurant_000028_08,Menu Item 8 at restaurant_000028,18.24,Delicious food
menuItem_restaurant_000028_09,MenuItem,menuItem_restaurant_000028_09,Menu Item 9 at restaurant_000028,28.11,Delicious food
menuItem_restaurant_000029_01,MenuItem,menuItem_restaurant_000029_01,Menu Item 1 at restaurant_000029,21.93,Delicious food
menuItem_restaurant_000029_02,MenuItem,menuItem_restaurant_000029_02,Menu Item 2 at restaurant_000029,10.83,Delicious food
